[17400:15604:0411/142239.057:WARNING:chrome_command_line_pref_store.cc(121)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[17400:15604:0411/142239.061:WARNING:chrome_command_line_pref_store.cc(121)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[17400:15604:0411/142239.157:WARNING:chrome_command_line_pref_store.cc(121)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[17400:15604:0411/142240.119:INFO:CONSOLE(6772)] "crbug/1173575, non-JS module files deprecated.", source: chrome-error://chromewebdata/ (6772)
[17400:15604:0411/142240.123:INFO:CONSOLE(1709)] "INIT    === Start of processExistingTabs.  refresh: false", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1709)
[17400:15604:0411/142240.125:INFO:CONSOLE(1709)] "INIT    === Start of processExistingTabs.  refresh: true", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1709)
[17400:15604:0411/142240.126:INFO:CONSOLE(1711)] "INIT    === chrome.tabs.query result.  tabs.length: 1", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1711)
[17400:15604:0411/142240.126:INFO:CONSOLE(1717)] "INIT    === Got pre-exiting tab.  i:  0, tabId: 2, url: file:///C:/Users/SAURAB~1.KUM/AppData/Local/Temp/ProvarChromeIde3967893484934531026/provarPort=49483&idePort=49511&sessionId=1&subSessionId=2&connectionName=Salesforce_demo:Salesforce_demo&devMode=false&showEnhancedXpathEditor=true&dmwAttempt=0&dmwCloseTimeInSec=2000&useTargetXpaths=false.html, existingTab: undefined", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1717)
[17400:15604:0411/142240.126:INFO:CONSOLE(1725)] "INIT    === Created connectionDetails for new tab", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1725)
[17400:15604:0411/142240.126:INFO:CONSOLE(1729)] "INIT    === Set focused tab.  focusedTabId: 2", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1729)
[17400:15604:0411/142240.126:INFO:CONSOLE(1711)] "INIT    === chrome.tabs.query result.  tabs.length: 1", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1711)
[17400:15604:0411/142240.126:INFO:CONSOLE(1717)] "INIT    === Got pre-exiting tab.  i:  0, tabId: 2, url: file:///C:/Users/SAURAB~1.KUM/AppData/Local/Temp/ProvarChromeIde3967893484934531026/provarPort=49483&idePort=49511&sessionId=1&subSessionId=2&connectionName=Salesforce_demo:Salesforce_demo&devMode=false&showEnhancedXpathEditor=true&dmwAttempt=0&dmwCloseTimeInSec=2000&useTargetXpaths=false.html, existingTab: [object Object]", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1717)
[17400:15604:0411/142240.191:INFO:CONSOLE(1214)] "Sending request to Provar to get strategies", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (1214)
[17400:15604:0411/142240.219:INFO:CONSOLE(2311)] "dispatchMessage - resolving response:  [object Object]", source: chrome-extension://hellccbpmadbldafbabpllckpaodfopj/BS.js (2311)
